Resp. Origem;Resp. Destino;Rota;Coleta;Entrega;Terminais;Fixo das Unidades;Redespacho Coleta/Redespacho Entrega;Transferencias;Vazios;Custo Matriz;Total
FOR;CPQ;FOR_SOD;10,35%;31,49%;12,61%;0,00%;0,00%;26,56%;0,00%;19,00%;100,00%
FOR;CPQ;IMP_SOD;0,00%;19,78%;7,92%;0,00%;36,61%;16,68%;0,00%;19,00%;100,00%
FOR;CPQ;SLZ_SOD;0,00%;20,34%;8,15%;0,00%;35,35%;17,16%;0,00%;19,00%;100,00%
FOR;CPQ;THE_SOD;0,00%;19,92%;7,98%;0,00%;36,30%;16,80%;0,00%;19,00%;100,00%
BEL;CPQ;BEL_SOD;14,52%;49,37%;12,46%;0,00%;0,00%;4,65%;0,00%;19,00%;100,00%
SSA;SSA;SSA_SSA;20,61%;0,00%;28,90%;31,49%;0,00%;0,00%;0,00%;19,00%;100,00%
FES;SSA;FES_SSA;5,09%;14,81%;28,75%;27,55%;0,00%;3,39%;1,41%;19,00%;100,00%
FES;SSA;ITN_SSA;0,00%;9,22%;17,90%;14,09%;34,58%;2,11%;3,09%;19,00%;100,00%
FES;SSA;VDC_SSA;0,00%;8,82%;17,11%;13,47%;39,58%;2,02%;0,00%;19,00%;100,00%
VIX;SSA;VIX_SSA;4,24%;9,66%;26,85%;21,27%;0,00%;10,52%;8,46%;19,00%;100,00%
BHZ;SSA;BHZ_SSA;5,33%;8,24%;27,22%;21,28%;0,00%;10,56%;8,36%;19,00%;100,00%
BSB;SSA;BSB_SSA;6,82%;8,50%;24,16%;21,41%;0,00%;11,05%;9,07%;19,00%;100,00%
BSB;SSA;PMW_SSA;0,00%;5,94%;16,90%;11,05%;30,97%;7,73%;8,40%;19,00%;100,00%
RIO;SSA;CAW_SSA;0,00%;6,72%;20,44%;12,50%;21,45%;9,62%;10,27%;19,00%;100,00%
BHZ;SSA;DIV_SSA;0,00%;7,93%;26,18%;14,74%;9,51%;10,16%;12,50%;19,00%;100,00%
BHZ;SSA;JDF_SSA;0,00%;6,52%;21,53%;12,12%;21,86%;8,35%;10,63%;19,00%;100,00%
GYN;SSA;GYN_SSA;7,11%;8,59%;24,68%;17,27%;0,00%;12,75%;10,60%;19,00%;100,00%
RIO;SSA;RIO_SSA;9,53%;7,85%;23,87%;19,21%;0,00%;11,23%;9,30%;19,00%;100,00%
BHZ;SSA;PSA_SSA;0,00%;6,31%;20,83%;11,73%;32,14%;8,08%;1,91%;19,00%;100,00%
CPQ;SSA;CPQ_SSA;6,24%;6,61%;19,99%;21,66%;0,00%;13,69%;12,81%;19,00%;100,00%
CPQ;SSA;SJK_SSA;0,00%;6,06%;18,34%;11,28%;21,28%;12,56%;11,48%;19,00%;100,00%
CPQ;SSA;SOD_SSA;0,00%;6,37%;19,27%;11,85%;17,36%;13,20%;12,93%;19,00%;100,00%
SAO;SSA;SAO_SSA;5,39%;8,80%;26,15%;16,05%;0,00%;12,30%;12,30%;19,00%;100,00%
SAO;SSA;SSZ_SSA;0,00%;6,31%;18,74%;9,64%;28,59%;8,81%;8,91%;19,00%;100,00%
BAU;SSA;BAU_SSA;7,84%;6,44%;27,29%;17,06%;0,00%;11,61%;10,75%;19,00%;100,00%
RAO;SSA;RAO_SSA;7,26%;7,11%;26,66%;17,71%;0,00%;12,33%;9,93%;19,00%;100,00%
CWB;SSA;CWB_SSA;5,25%;6,87%;25,67%;21,21%;0,00%;12,41%;9,60%;19,00%;100,00%
JOI;SSA;JOI_SSA;3,92%;7,46%;28,33%;17,16%;0,00%;13,72%;10,42%;19,00%;100,00%
SJP;SSA;SJP_SSA;3,80%;5,82%;36,80%;15,14%;0,00%;11,31%;8,13%;19,00%;100,00%
ITJ;SSA;ITJ_SSA;0,00%;7,78%;29,54%;14,18%;4,34%;14,30%;10,86%;19,00%;100,00%
BNU;SSA;BNU_SSA;3,66%;7,83%;31,00%;16,62%;0,00%;10,94%;10,94%;19,00%;100,00%
LDB;SSA;LDB_SSA;4,96%;7,19%;26,39%;15,71%;0,00%;13,54%;13,21%;19,00%;100,00%
FLN;SSA;FLN_SSA;3,83%;6,93%;28,91%;17,66%;0,00%;13,98%;9,68%;19,00%;100,00%
BSB;SSA;CGB_SSA;31,79%;3,94%;11,92%;12,91%;0,00%;12,80%;7,64%;19,00%;100,00%
SJP;SSA;PPB_SSA;0,00%;5,11%;32,29%;9,32%;14,66%;9,93%;9,70%;19,00%;100,00%
BSB;SSA;CGR_SSA;34,26%;4,92%;14,61%;8,96%;0,00%;11,38%;6,87%;19,00%;100,00%
UDI;SSA;UDI_SSA;3,87%;7,61%;30,98%;17,30%;0,00%;10,62%;10,62%;19,00%;100,00%
MGF;SSA;MGF_SSA;3,37%;7,14%;27,55%;18,40%;0,00%;14,56%;9,98%;19,00%;100,00%
FLN;SSA;LAJ_SSA;0,00%;5,85%;24,42%;10,67%;20,07%;11,81%;8,18%;19,00%;100,00%
FLN;SSA;CCM_SSA;0,00%;5,43%;22,64%;9,89%;24,51%;10,95%;7,58%;19,00%;100,00%
BEL;SSA;BEL_SSA;5,00%;6,24%;23,19%;24,76%;0,00%;14,52%;7,30%;19,00%;100,00%
LDB;SSA;CAC_SSA;0,00%;6,07%;22,28%;11,06%;17,22%;11,43%;12,95%;19,00%;100,00%
FLN;SSA;XAP_SSA;0,00%;5,93%;24,73%;10,81%;19,29%;11,96%;8,28%;19,00%;100,00%
CXJ;SSA;CXJ_SSA;6,79%;7,40%;22,84%;17,17%;0,00%;16,47%;10,33%;19,00%;100,00%
POA;SSA;POA_SSA;3,62%;6,68%;27,96%;18,03%;0,00%;15,37%;9,34%;19,00%;100,00%
AJU;SSA;AJU_SSA;19,73%;14,38%;36,19%;0,00%;0,00%;9,32%;1,37%;19,00%;100,00%
REC;SSA;PNZ_SSA;0,00%;8,21%;25,07%;0,00%;38,96%;7,98%;0,78%;19,00%;100,00%
MCZ;SSA;MCZ_SSA;11,73%;14,98%;41,84%;0,00%;0,00%;11,02%;1,43%;19,00%;100,00%
REC;SSA;CAU_SSA;0,00%;8,69%;26,54%;0,00%;36,49%;8,45%;0,83%;19,00%;100,00%
REC;SSA;REC_SSA;13,22%;13,23%;40,42%;0,00%;0,00%;12,86%;1,26%;19,00%;100,00%
JPA;SSA;JPA_SSA;10,05%;15,41%;38,35%;0,00%;0,00%;15,72%;1,47%;19,00%;100,00%
NAT;SSA;NAT_SSA;11,46%;13,57%;39,37%;0,00%;0,00%;15,31%;1,30%;19,00%;100,00%
FOR;SSA;THE_SSA;0,00%;7,92%;23,99%;0,00%;39,30%;9,04%;0,76%;19,00%;100,00%
FOR;SSA;FOR_SSA;11,77%;13,14%;39,83%;0,00%;0,00%;15,00%;1,26%;19,00%;100,00%
FOR;SSA;IMP_SSA;0,00%;7,86%;23,81%;0,00%;39,61%;8,97%;0,75%;19,00%;100,00%
FOR;SSA;SLZ_SSA;0,00%;8,10%;24,55%;0,00%;38,33%;9,25%;0,77%;19,00%;100,00%
SAO;SAO;SSZ_SSZ;0,00%;0,00%;20,82%;0,00%;60,18%;0,00%;0,00%;19,00%;100,00%
CPQ;SAO;CPQ_SSZ;9,01%;43,28%;10,35%;13,53%;0,00%;2,86%;1,96%;19,00%;100,00%
CPQ;SAO;SJK_SSZ;0,00%;38,16%;9,12%;0,00%;29,54%;2,52%;1,65%;19,00%;100,00%
CPQ;SAO;SOD_SSZ;0,00%;41,13%;9,83%;0,00%;24,72%;2,72%;2,60%;19,00%;100,00%
SAO;SAO;SAO_SSZ;6,98%;51,64%;17,87%;3,36%;0,00%;0,00%;1,15%;19,00%;100,00%
RAO;SAO;RAO_SSZ;8,03%;35,64%;14,65%;16,39%;0,00%;4,68%;1,62%;19,00%;100,00%
BAU;SAO;BAU_SSZ;8,68%;32,31%;16,75%;15,99%;0,00%;4,45%;2,83%;19,00%;100,00%
SJP;SAO;SJP_SSZ;4,13%;28,70%;28,08%;13,89%;0,00%;4,89%;1,30%;19,00%;100,00%
BHZ;SAO;PSA_SSZ;0,00%;26,78%;8,06%;0,00%;30,13%;4,07%;11,97%;19,00%;100,00%
LDB;SAO;LDB_SSZ;7,69%;50,51%;7,82%;4,04%;0,00%;5,43%;5,50%;19,00%;100,00%
SJP;SAO;PPB_SSZ;0,00%;24,91%;24,37%;7,79%;15,77%;4,25%;3,92%;19,00%;100,00%
LDB;SAO;CAC_SSZ;0,00%;39,50%;6,12%;0,00%;24,74%;4,24%;6,39%;19,00%;100,00%
CWB;SAO;CWB_SSZ;8,00%;47,47%;8,01%;13,24%;0,00%;4,28%;0,00%;19,00%;100,00%
RIO;SAO;CAW_SSZ;0,00%;39,34%;9,55%;0,00%;27,69%;4,42%;0,00%;19,00%;100,00%
RIO;SAO;RIO_SSZ;13,38%;49,91%;12,11%;0,00%;0,00%;5,61%;0,00%;19,00%;100,00%
JOI;SAO;JOI_SSZ;6,26%;53,93%;9,86%;5,69%;0,00%;5,27%;0,00%;19,00%;100,00%
ITJ;SAO;ITJ_SSZ;0,00%;57,70%;10,55%;0,00%;7,12%;5,64%;0,00%;19,00%;100,00%
BHZ;SAO;BHZ_SSZ;7,25%;50,77%;15,27%;0,00%;0,00%;7,71%;0,00%;19,00%;100,00%
BHZ;SAO;DIV_SSZ;0,00%;47,17%;14,19%;0,00%;12,48%;7,16%;0,00%;19,00%;100,00%
BHZ;SAO;JDF_SSZ;0,00%;36,94%;11,11%;0,00%;27,35%;5,61%;0,00%;19,00%;100,00%
FLN;SAO;FLN_SSZ;5,87%;48,09%;12,76%;7,70%;0,00%;6,58%;0,00%;19,00%;100,00%
UDI;SAO;UDI_SSZ;6,70%;59,75%;14,55%;0,00%;0,00%;0,00%;0,00%;19,00%;100,00%
BNU;SAO;BNU_SSZ;6,02%;58,40%;12,73%;3,85%;0,00%;0,00%;0,00%;19,00%;100,00%
FLN;SAO;LAJ_SSZ;0,00%;37,52%;9,95%;0,00%;28,39%;5,14%;0,00%;19,00%;100,00%
MGF;SAO;MGF_SSZ;5,24%;50,37%;9,87%;8,38%;0,00%;7,14%;0,00%;19,00%;100,00%
FLN;SAO;CCM_SSZ;0,00%;33,76%;8,96%;0,00%;33,66%;4,62%;0,00%;19,00%;100,00%
VIX;SAO;VIX_SSZ;5,11%;52,84%;9,76%;3,98%;0,00%;9,30%;0,00%;19,00%;100,00%
FLN;SAO;XAP_SSZ;0,00%;38,20%;10,13%;0,00%;27,44%;5,23%;0,00%;19,00%;100,00%
CXJ;SAO;CXJ_SSZ;6,61%;32,59%;15,53%;13,31%;0,00%;8,32%;4,66%;19,00%;100,00%
GYN;SAO;GYN_SSZ;9,25%;50,69%;10,42%;0,00%;0,00%;10,64%;0,00%;19,00%;100,00%
POA;SAO;POA_SSZ;5,17%;43,22%;19,46%;0,00%;0,00%;8,90%;4,24%;19,00%;100,00%
BSB;SAO;BSB_SSZ;7,59%;42,82%;18,77%;0,00%;0,00%;9,88%;1,94%;19,00%;100,00%
BSB;SAO;CGR_SSZ;45,45%;29,56%;0,00%;0,00%;0,00%;5,98%;0,00%;19,00%;100,00%
BSB;SAO;CGB_SSZ;42,53%;23,89%;5,71%;0,00%;0,00%;7,79%;1,08%;19,00%;100,00%
SSA;SAO;SSA_SSZ;9,63%;43,66%;13,51%;0,00%;0,00%;14,20%;0,00%;19,00%;100,00%
FES;SAO;FES_SSZ;4,05%;53,45%;6,35%;0,00%;0,00%;17,15%;0,00%;19,00%;100,00%
FES;SAO;ITN_SSZ;0,00%;35,73%;4,24%;0,00%;29,56%;11,46%;0,00%;19,00%;100,00%
FES;SAO;VDC_SSZ;0,00%;33,33%;3,96%;0,00%;33,02%;10,69%;0,00%;19,00%;100,00%
BSB;SAO;PMW_SSZ;0,00%;28,28%;12,40%;0,00%;32,51%;6,52%;1,28%;19,00%;100,00%
AJU;SAO;AJU_SSZ;12,50%;41,29%;10,14%;0,00%;0,00%;17,07%;0,00%;19,00%;100,00%
MCZ;SAO;MCZ_SSZ;7,32%;42,36%;13,00%;0,00%;0,00%;18,33%;0,00%;19,00%;100,00%
REC;SAO;CAU_SSZ;0,00%;30,64%;7,53%;0,00%;28,39%;14,43%;0,00%;19,00%;100,00%
REC;SAO;PNZ_SSZ;0,00%;29,30%;7,20%;0,00%;30,69%;13,80%;0,00%;19,00%;100,00%
REC;SAO;REC_SSZ;9,22%;41,81%;10,28%;0,00%;0,00%;19,69%;0,00%;19,00%;100,00%
JPA;SAO;JPA_SSZ;6,21%;43,10%;10,34%;0,00%;0,00%;21,36%;0,00%;19,00%;100,00%
NAT;SAO;NAT_SSZ;7,41%;39,78%;13,15%;0,00%;0,00%;20,66%;0,00%;19,00%;100,00%
FOR;SAO;FOR_SSZ;8,23%;41,64%;10,02%;0,00%;0,00%;21,11%;0,00%;19,00%;100,00%
FOR;SAO;IMP_SSZ;0,00%;28,32%;6,82%;0,00%;31,51%;14,36%;0,00%;19,00%;100,00%
FOR;SAO;SLZ_SSZ;0,00%;29,01%;6,98%;0,00%;30,30%;14,71%;0,00%;19,00%;100,00%
FOR;SAO;THE_SSZ;0,00%;28,49%;6,86%;0,00%;31,21%;14,44%;0,00%;19,00%;100,00%
BEL;SAO;BEL_SSZ;8,25%;46,66%;18,24%;0,00%;0,00%;5,73%;2,12%;19,00%;100,00%
FOR;FOR;THE_THE;0,00%;0,00%;14,59%;0,00%;66,41%;0,00%;0,00%;19,00%;100,00%
FOR;FOR;SLZ_THE;0,00%;37,27%;8,19%;0,00%;35,54%;0,00%;0,00%;19,00%;100,00%
FES;FOR;FES_THE;3,51%;50,75%;5,50%;3,39%;0,00%;8,93%;8,93%;19,00%;100,00%
FES;FOR;ITN_THE;0,00%;35,82%;3,88%;0,00%;27,05%;6,30%;7,95%;19,00%;100,00%
FES;FOR;VDC_THE;0,00%;33,71%;3,65%;0,00%;30,47%;5,93%;7,24%;19,00%;100,00%
SSA;FOR;SSA_THE;6,82%;33,86%;13,23%;12,68%;0,00%;7,27%;7,14%;19,00%;100,00%
BEL;FOR;BEL_THE;6,87%;42,58%;5,90%;8,90%;0,00%;10,17%;6,58%;19,00%;100,00%
AJU;FOR;AJU_THE;10,08%;36,48%;8,18%;10,34%;0,00%;9,50%;6,42%;19,00%;100,00%
REC;FOR;PNZ_THE;0,00%;28,35%;9,43%;1,89%;27,10%;9,23%;4,99%;19,00%;100,00%
REC;FOR;CAU_THE;0,00%;29,49%;9,81%;1,97%;24,94%;9,60%;5,19%;19,00%;100,00%
REC;FOR;REC_THE;6,96%;34,60%;11,51%;10,57%;0,00%;11,27%;6,09%;19,00%;100,00%
NAT;FOR;NAT_THE;6,23%;36,66%;11,06%;7,51%;0,00%;13,09%;6,45%;19,00%;100,00%
VIX;FOR;VIX_THE;3,28%;37,11%;10,28%;5,03%;0,00%;12,95%;12,36%;19,00%;100,00%
BHZ;FOR;BHZ_THE;4,27%;32,73%;12,53%;6,95%;0,00%;12,70%;11,82%;19,00%;100,00%
BSB;FOR;BSB_THE;5,42%;33,54%;9,73%;6,71%;0,00%;13,14%;12,46%;19,00%;100,00%
BSB;FOR;PMW_THE;0,00%;25,01%;7,26%;1,67%;26,24%;9,79%;11,04%;19,00%;100,00%
RIO;FOR;CAW_THE;0,00%;27,73%;9,15%;1,85%;17,81%;11,59%;12,87%;19,00%;100,00%
BHZ;FOR;DIV_THE;0,00%;31,72%;12,15%;2,12%;7,66%;12,30%;15,05%;19,00%;100,00%
BHZ;FOR;JDF_THE;0,00%;27,01%;10,34%;1,80%;18,25%;10,48%;13,11%;19,00%;100,00%
GYN;FOR;GYN_THE;5,64%;33,84%;10,02%;3,29%;0,00%;14,51%;13,71%;19,00%;100,00%
RIO;FOR;RIO_THE;7,70%;31,48%;10,38%;5,83%;0,00%;13,16%;12,45%;19,00%;100,00%
BHZ;FOR;PSA_THE;0,00%;26,28%;10,06%;1,76%;26,98%;10,20%;5,72%;19,00%;100,00%
CPQ;FOR;SJK_THE;0,00%;25,43%;8,31%;1,70%;17,97%;13,91%;13,68%;19,00%;100,00%
CPQ;FOR;CPQ_THE;5,19%;27,34%;8,93%;9,63%;0,00%;14,95%;14,96%;19,00%;100,00%
SAO;FOR;SAO_THE;3,60%;29,16%;12,37%;3,68%;0,00%;16,10%;16,10%;19,00%;100,00%
SAO;FOR;SSZ_THE;0,00%;23,07%;9,79%;1,54%;21,06%;12,74%;12,81%;19,00%;100,00%
CPQ;FOR;SOD_THE;0,00%;26,52%;8,66%;1,77%;14,55%;14,51%;14,99%;19,00%;100,00%
JOI;FOR;JOI_THE;2,76%;26,02%;15,38%;5,79%;0,00%;16,68%;14,37%;19,00%;100,00%
BAU;FOR;BAU_THE;5,74%;23,43%;15,91%;6,85%;0,00%;14,85%;14,22%;19,00%;100,00%
RAO;FOR;RAO_THE;5,17%;25,16%;14,62%;6,56%;0,00%;15,60%;13,89%;19,00%;100,00%
CWB;FOR;CWB_THE;3,78%;24,55%;14,20%;9,35%;0,00%;15,57%;13,55%;19,00%;100,00%
BSB;FOR;CGB_THE;28,39%;17,48%;5,71%;6,15%;0,00%;13,71%;9,56%;19,00%;100,00%
BSB;FOR;CGR_THE;26,79%;19,09%;8,10%;2,41%;0,00%;14,07%;10,54%;19,00%;100,00%
SJP;FOR;SJP_THE;2,86%;21,73%;23,88%;6,14%;0,00%;14,38%;12,00%;19,00%;100,00%
ITJ;FOR;ITJ_THE;0,00%;26,80%;15,84%;3,38%;3,02%;17,18%;14,79%;19,00%;100,00%
BNU;FOR;BNU_THE;2,53%;26,93%;16,78%;5,02%;0,00%;14,87%;14,87%;19,00%;100,00%
LDB;FOR;LDB_THE;3,52%;25,35%;14,34%;5,05%;0,00%;16,48%;16,25%;19,00%;100,00%
FLN;FOR;FLN_THE;2,75%;24,70%;16,46%;6,73%;0,00%;16,72%;13,64%;19,00%;100,00%
SJP;FOR;PPB_THE;0,00%;19,67%;21,62%;2,48%;11,37%;13,02%;12,84%;19,00%;100,00%
UDI;FOR;UDI_THE;2,70%;26,38%;17,06%;5,73%;0,00%;14,56%;14,56%;19,00%;100,00%
MGF;FOR;MGF_THE;2,40%;25,24%;15,22%;7,02%;0,00%;17,19%;13,93%;19,00%;100,00%
FLN;FOR;LAJ_THE;0,00%;21,82%;14,54%;2,75%;15,07%;14,77%;12,05%;19,00%;100,00%
FLN;FOR;CCM_THE;0,00%;20,60%;13,73%;2,60%;18,75%;13,95%;11,37%;19,00%;100,00%
LDB;FOR;CAC_THE;0,00%;22,41%;12,68%;2,83%;12,81%;14,57%;15,70%;19,00%;100,00%
FLN;FOR;XAP_THE;0,00%;22,03%;14,68%;2,78%;14,44%;14,91%;12,16%;19,00%;100,00%
POA;FOR;POA_THE;2,37%;21,75%;18,16%;8,67%;0,00%;16,09%;13,95%;19,00%;100,00%
CXJ;FOR;CXJ_THE;4,79%;25,87%;11,59%;5,87%;0,00%;18,60%;14,28%;19,00%;100,00%
FOR;FOR;IMP_THE;0,00%;36,24%;7,96%;0,00%;36,80%;0,00%;0,00%;19,00%;100,00%
FOR;FOR;FOR_THE;10,44%;57,85%;12,71%;0,00%;0,00%;0,00%;0,00%;19,00%;100,00%
MCZ;FOR;MCZ_THE;6,75%;42,82%;11,99%;0,00%;0,00%;11,90%;7,53%;19,00%;100,00%
JPA;FOR;JPA_THE;5,72%;43,51%;9,53%;0,00%;0,00%;14,59%;7,65%;19,00%;100,00%
UDI;UDI;UDI_UDI;19,96%;0,00%;43,32%;17,72%;0,00%;0,00%;0,00%;19,00%;100,00%
CPQ;UDI;CPQ_UDI;11,69%;6,30%;27,10%;23,15%;0,00%;6,38%;6,38%;19,00%;100,00%
CPQ;UDI;SJK_UDI;0,00%;5,29%;22,77%;4,70%;36,53%;5,36%;6,36%;19,00%;100,00%
CPQ;UDI;SOD_UDI;0,00%;5,91%;25,42%;5,25%;31,67%;5,99%;6,77%;19,00%;100,00%
BHZ;UDI;BHZ_UDI;8,96%;7,04%;34,16%;16,27%;0,00%;7,28%;7,28%;19,00%;100,00%
BHZ;UDI;DIV_UDI;0,00%;7,32%;35,53%;6,50%;17,28%;7,57%;6,79%;19,00%;100,00%
BHZ;UDI;JDF_UDI;0,00%;5,16%;25,02%;4,58%;34,03%;5,33%;6,89%;19,00%;100,00%
BHZ;UDI;PSA_UDI;0,00%;3,82%;18,52%;3,39%;38,27%;3,95%;13,05%;19,00%;100,00%
SAO;UDI;SAO_UDI;5,93%;4,92%;36,36%;20,95%;0,00%;6,48%;6,34%;19,00%;100,00%
SAO;UDI;SSZ_UDI;0,00%;3,42%;25,23%;12,55%;30,45%;4,50%;4,84%;19,00%;100,00%
RAO;UDI;RAO_UDI;7,84%;3,90%;34,79%;21,72%;0,00%;7,72%;5,03%;19,00%;100,00%
BAU;UDI;BAU_UDI;8,40%;3,51%;34,64%;20,62%;0,00%;7,42%;6,40%;19,00%;100,00%
SJP;UDI;SJP_UDI;4,04%;3,15%;44,01%;18,21%;0,00%;7,53%;4,06%;19,00%;100,00%
RIO;UDI;RIO_UDI;8,81%;3,69%;35,23%;19,96%;0,00%;8,55%;4,75%;19,00%;100,00%
CWB;UDI;CWB_UDI;7,02%;4,68%;27,15%;28,81%;0,00%;8,60%;4,74%;19,00%;100,00%
JOI;UDI;JOI_UDI;5,39%;5,21%;30,88%;24,03%;0,00%;10,23%;5,27%;19,00%;100,00%
LDB;UDI;LDB_UDI;6,77%;4,99%;28,33%;21,88%;0,00%;9,74%;9,30%;19,00%;100,00%
RIO;UDI;CAW_UDI;0,00%;3,28%;31,33%;13,96%;20,59%;7,61%;4,23%;19,00%;100,00%
SJP;UDI;PPB_UDI;0,00%;2,74%;38,33%;11,67%;15,47%;6,55%;6,24%;19,00%;100,00%
BNU;UDI;BNU_UDI;4,82%;5,25%;32,75%;22,35%;0,00%;10,52%;5,31%;19,00%;100,00%
ITJ;UDI;ITJ_UDI;0,00%;5,52%;32,72%;20,27%;6,06%;10,84%;5,59%;19,00%;100,00%
MGF;UDI;MGF_UDI;4,62%;4,98%;30,13%;25,69%;0,00%;10,52%;5,05%;19,00%;100,00%
FLN;UDI;FLN_UDI;4,37%;4,02%;33,31%;24,26%;0,00%;9,50%;5,53%;19,00%;100,00%
FLN;UDI;LAJ_UDI;0,00%;3,28%;27,24%;15,15%;22,15%;7,77%;5,41%;19,00%;100,00%
FLN;UDI;CCM_UDI;0,00%;3,02%;25,01%;13,92%;26,79%;7,14%;5,12%;19,00%;100,00%
LDB;UDI;CAC_UDI;0,00%;3,96%;22,51%;14,56%;22,12%;7,73%;10,12%;19,00%;100,00%
VIX;UDI;VIX_UDI;2,95%;3,42%;38,31%;20,81%;0,00%;11,09%;4,41%;19,00%;100,00%
FLN;UDI;XAP_UDI;0,00%;3,28%;27,24%;15,15%;21,02%;7,77%;6,53%;19,00%;100,00%
CXJ;UDI;CXJ_UDI;7,36%;4,07%;31,01%;21,31%;0,00%;12,00%;5,25%;19,00%;100,00%
POA;UDI;POA_UDI;4,01%;3,76%;31,28%;23,83%;0,00%;11,02%;7,10%;19,00%;100,00%
FES;UDI;VDC_UDI;0,00%;4,14%;24,49%;0,00%;36,59%;11,49%;4,29%;19,00%;100,00%
GYN;UDI;GYN_UDI;10,34%;6,36%;42,47%;0,00%;0,00%;15,26%;6,57%;19,00%;100,00%
FES;UDI;ITN_UDI;0,00%;4,48%;26,46%;0,00%;33,02%;12,42%;4,63%;19,00%;100,00%
BSB;UDI;BSB_UDI;8,33%;5,28%;44,63%;0,00%;0,00%;15,68%;7,08%;19,00%;100,00%
FES;UDI;FES_UDI;4,80%;7,11%;42,02%;0,00%;0,00%;19,72%;7,35%;19,00%;100,00%
SSA;UDI;SSA_UDI;9,86%;5,01%;43,44%;0,00%;0,00%;15,79%;6,90%;19,00%;100,00%
AJU;UDI;AJU_UDI;14,22%;5,27%;37,10%;0,00%;0,00%;18,96%;5,45%;19,00%;100,00%
REC;UDI;PNZ_UDI;0,00%;3,42%;27,68%;0,00%;31,90%;14,47%;3,53%;19,00%;100,00%
BSB;UDI;CGR_UDI;41,89%;3,06%;22,57%;0,00%;0,00%;9,54%;3,94%;19,00%;100,00%
BSB;UDI;PMW_UDI;0,00%;3,22%;27,22%;0,00%;32,98%;9,57%;8,02%;19,00%;100,00%
BSB;UDI;CGB_UDI;50,38%;3,18%;13,66%;0,00%;0,00%;10,57%;3,22%;19,00%;100,00%
MCZ;UDI;MCZ_UDI;8,36%;5,43%;41,15%;0,00%;0,00%;20,45%;5,61%;19,00%;100,00%
REC;UDI;CAU_UDI;0,00%;3,58%;29,00%;0,00%;29,56%;15,16%;3,70%;19,00%;100,00%
REC;UDI;REC_UDI;9,74%;4,96%;40,17%;0,00%;0,00%;21,00%;5,13%;19,00%;100,00%
JPA;UDI;JPA_UDI;7,10%;5,53%;38,68%;0,00%;0,00%;23,96%;5,72%;19,00%;100,00%
NAT;UDI;NAT_UDI;8,39%;5,05%;39,39%;0,00%;0,00%;22,94%;5,23%;19,00%;100,00%
FOR;UDI;THE_UDI;0,00%;3,32%;26,71%;0,00%;32,39%;15,15%;3,43%;19,00%;100,00%
FOR;UDI;FOR_UDI;8,69%;4,93%;39,74%;0,00%;0,00%;22,54%;5,10%;19,00%;100,00%
FOR;UDI;IMP_UDI;0,00%;3,30%;26,55%;0,00%;32,69%;15,06%;3,41%;19,00%;100,00%
FOR;UDI;SLZ_UDI;0,00%;3,38%;27,22%;0,00%;31,46%;15,44%;3,50%;19,00%;100,00%
BEL;UDI;BEL_UDI;11,86%;7,53%;42,56%;0,00%;0,00%;11,43%;7,62%;19,00%;100,00%
FES;FES;VDC_VDC;0,00%;0,00%;8,67%;0,00%;72,33%;0,00%;0,00%;19,00%;100,00%
SSA;FES;SSA_VDC;8,94%;40,14%;12,54%;13,66%;0,00%;1,72%;4,00%;19,00%;100,00%
AJU;FES;AJU_VDC;12,90%;42,21%;5,41%;10,12%;0,00%;3,94%;6,43%;19,00%;100,00%
FES;FES;ITN_VDC;0,00%;40,53%;4,86%;0,00%;33,85%;0,00%;1,76%;19,00%;100,00%
REC;FES;CAU_VDC;0,00%;31,85%;7,90%;0,00%;29,79%;5,27%;6,18%;19,00%;100,00%
VIX;FES;VIX_VDC;4,65%;47,57%;8,87%;3,61%;0,00%;9,11%;7,19%;19,00%;100,00%
BHZ;FES;BHZ_VDC;5,93%;41,12%;12,48%;6,62%;0,00%;9,64%;5,21%;19,00%;100,00%
BHZ;FES;DIV_VDC;0,00%;40,78%;12,38%;0,00%;10,90%;9,56%;7,38%;19,00%;100,00%
BHZ;FES;JDF_VDC;0,00%;32,80%;9,96%;0,00%;24,51%;7,69%;6,05%;19,00%;100,00%
BHZ;FES;PSA_VDC;0,00%;28,13%;8,54%;0,00%;31,94%;6,60%;5,80%;19,00%;100,00%
BSB;FES;BSB_VDC;7,47%;41,78%;8,40%;6,15%;0,00%;9,97%;7,23%;19,00%;100,00%
BSB;FES;CGB_VDC;34,16%;19,01%;4,59%;6,00%;0,00%;12,79%;4,45%;19,00%;100,00%
BSB;FES;CGR_VDC;32,84%;21,16%;7,39%;1,39%;0,00%;13,12%;5,10%;19,00%;100,00%
BSB;FES;PMW_VDC;0,00%;28,88%;5,81%;0,00%;33,51%;6,89%;5,91%;19,00%;100,00%
GYN;FES;GYN_VDC;7,86%;42,67%;8,85%;1,43%;0,00%;11,93%;8,27%;19,00%;100,00%
RIO;FES;CAW_VDC;0,00%;33,81%;8,28%;0,00%;24,03%;9,05%;5,83%;19,00%;100,00%
RIO;FES;RIO_VDC;10,39%;38,40%;9,40%;5,03%;0,00%;10,28%;7,51%;19,00%;100,00%
CPQ;FES;CPQ_VDC;7,06%;33,59%;8,11%;10,60%;0,00%;13,79%;7,86%;19,00%;100,00%
