ROTA;ORIGEM;DESTINO;UF_ORIGEM;UF_DESTINO;10-Frete Peso;20-Frete Peso;30-Frete Peso;50-Frete Peso;75-Frete Peso;100-Frete Peso;999,999,999.9999-Frete Peso;999,999,999.9999-Frete Valor
SLZBHZ;SLZ;BHZ;MA;MG; R$ 222,37 ; R$ 261,29 ; R$ 308,10 ; R$ 393,54 ; R$ 543,36 ; R$ 804,89 ; R$ 8,05 ;0,83%
SLZBNU;SLZ;BNU;MA;SC; R$ 257,29 ; R$ 302,31 ; R$ 356,48 ; R$ 455,33 ; R$ 628,67 ; R$ 931,27 ; R$ 9,32 ;1,24%
SLZBSB;SLZ;BSB;MA;DF; R$ 247,31 ; R$ 290,57 ; R$ 342,65 ; R$ 437,65 ; R$ 604,27 ; R$ 895,12 ; R$ 8,96 ;1,24%
SLZCEI;SLZ;CEI;MA;CE; R$ 264,33 ; R$ 310,58 ; R$ 366,23 ; R$ 467,78 ; R$ 645,87 ; R$ 956,75 ; R$ 9,56 ;0,93%
SLZCEI2;SLZ;CEI2;MA;CE; R$ 325,33 ; R$ 382,25 ; R$ 450,76 ; R$ 575,73 ; R$ 794,91 ; R$ 1.177,54 ; R$ 11,78 ;0,93%
SLZCGB;SLZ;CGB;MA;MT; R$ 451,40 ; R$ 530,39 ; R$ 625,43 ; R$ 798,84 ; R$ 1.102,97 ; R$ 1.633,86 ; R$ 16,34 ;1,24%
SLZCGR;SLZ;CGR;MA;MS; R$ 379,13 ; R$ 445,46 ; R$ 525,29 ; R$ 670,92 ; R$ 926,36 ; R$ 1.372,25 ; R$ 13,72 ;1,24%
SLZCPF;SLZ;CPF;MA;SP; R$ 294,51 ; R$ 346,05 ; R$ 408,05 ; R$ 521,20 ; R$ 719,63 ; R$ 1.066,00 ; R$ 10,66 ;1,14%
SLZCPF2;SLZ;CPF2;MA;SP; R$ 362,48 ; R$ 425,90 ; R$ 502,22 ; R$ 641,48 ; R$ 885,69 ; R$ 1.311,99 ; R$ 13,12 ;1,14%
SLZCPQ;SLZ;CPQ;MA;SP; R$ 249,39 ; R$ 293,01 ; R$ 345,52 ; R$ 441,33 ; R$ 609,34 ; R$ 902,64 ; R$ 9,03 ;1,14%
SLZCWB;SLZ;CWB;MA;PR; R$ 235,94 ; R$ 277,22 ; R$ 326,90 ; R$ 417,52 ; R$ 576,48 ; R$ 853,96 ; R$ 8,54 ;1,14%
SLZDIV;SLZ;DIV;MA;MG; R$ 214,68 ; R$ 252,24 ; R$ 297,44 ; R$ 379,92 ; R$ 524,55 ; R$ 777,03 ; R$ 7,77 ;0,83%
SLZESI;SLZ;ESI;MA;ES; R$ 262,66 ; R$ 308,61 ; R$ 363,91 ; R$ 464,81 ; R$ 641,77 ; R$ 950,67 ; R$ 9,51 ;0,93%
SLZESI2;SLZ;ESI2;MA;ES; R$ 323,26 ; R$ 379,83 ; R$ 447,88 ; R$ 572,08 ; R$ 789,87 ; R$ 1.170,06 ; R$ 11,70 ;0,93%
SLZFES;SLZ;FES;MA;BA; R$ 174,21 ; R$ 204,68 ; R$ 241,35 ; R$ 308,28 ; R$ 425,65 ; R$ 630,53 ; R$ 6,31 ;0,72%
SLZFLN;SLZ;FLN;MA;SC; R$ 265,64 ; R$ 312,12 ; R$ 368,05 ; R$ 470,10 ; R$ 649,07 ; R$ 961,49 ; R$ 9,61 ;1,24%
SLZFOR;SLZ;FOR;MA;CE; R$ 209,11 ; R$ 245,69 ; R$ 289,72 ; R$ 370,05 ; R$ 510,95 ; R$ 756,88 ; R$ 7,57 ;0,83%
SLZGOI;SLZ;GOI;MA;GO; R$ 353,18 ; R$ 414,97 ; R$ 489,33 ; R$ 625,01 ; R$ 862,96 ; R$ 1.278,33 ; R$ 12,78 ;1,35%
SLZGOI2;SLZ;GOI2;MA;GO; R$ 434,67 ; R$ 510,74 ; R$ 602,26 ; R$ 769,24 ; R$ 1.062,10 ; R$ 1.573,32 ; R$ 15,74 ;1,35%
SLZGUDI;SLZ;GUDI;MA;MG; R$ 279,09 ; R$ 327,92 ; R$ 386,67 ; R$ 493,88 ; R$ 681,92 ; R$ 1.010,14 ; R$ 10,10 ;1,24%
SLZGUDI2;SLZ;GUDI2;MA;MG; R$ 343,48 ; R$ 403,58 ; R$ 475,90 ; R$ 607,85 ; R$ 839,28 ; R$ 1.243,25 ; R$ 12,44 ;1,24%
SLZGYN;SLZ;GYN;MA;GO; R$ 271,68 ; R$ 319,20 ; R$ 376,41 ; R$ 480,77 ; R$ 663,81 ; R$ 983,32 ; R$ 9,83 ;1,24%
SLZITJ;SLZ;ITJ;MA;SC; R$ 263,11 ; R$ 309,14 ; R$ 364,54 ; R$ 465,62 ; R$ 642,88 ; R$ 952,33 ; R$ 9,53 ;1,24%
SLZJOI;SLZ;JOI;MA;SC; R$ 271,71 ; R$ 319,25 ; R$ 376,46 ; R$ 480,84 ; R$ 663,91 ; R$ 983,46 ; R$ 9,83 ;1,24%
SLZJPA;SLZ;JPA;MA;PB; R$ 188,05 ; R$ 220,95 ; R$ 260,55 ; R$ 332,79 ; R$ 459,48 ; R$ 680,65 ; R$ 6,80 ;0,78%
SLZLDB;SLZ;LDB;MA;PR; R$ 307,36 ; R$ 361,14 ; R$ 425,86 ; R$ 543,92 ; R$ 750,99 ; R$ 1.112,47 ; R$ 11,13 ;1,25%
SLZMAI;SLZ;MAI;MA;MA; R$ 349,30 ; R$ 410,41 ; R$ 483,96 ; R$ 618,14 ; R$ 853,47 ; R$ 1.264,28 ; R$ 12,64 ;0,62%
SLZMAI2;SLZ;MAI2;MA;MA; R$ 429,91 ; R$ 505,12 ; R$ 595,64 ; R$ 760,79 ; R$ 1.050,43 ; R$ 1.556,04 ; R$ 15,55 ;0,62%
SLZMCP;SLZ;MCP;MA;AP; R$ 342,16 ; R$ 402,02 ; R$ 474,06 ; R$ 605,50 ; R$ 836,01 ; R$ 1.238,42 ; R$ 12,38 ;0,41%
SLZMCZ;SLZ;MCZ;MA;AL; R$ 186,08 ; R$ 218,65 ; R$ 257,82 ; R$ 329,31 ; R$ 454,69 ; R$ 673,54 ; R$ 6,74 ;0,72%
SLZMGF;SLZ;MGF;MA;PR; R$ 317,60 ; R$ 373,16 ; R$ 440,03 ; R$ 562,02 ; R$ 776,00 ; R$ 1.149,51 ; R$ 11,50 ;1,25%
SLZMGI;SLZ;MGI;MA;MG; R$ 279,09 ; R$ 327,92 ; R$ 386,67 ; R$ 493,88 ; R$ 681,92 ; R$ 1.010,14 ; R$ 10,10 ;1,03%
SLZMGI2;SLZ;MGI2;MA;MG; R$ 343,48 ; R$ 403,58 ; R$ 475,90 ; R$ 607,85 ; R$ 839,28 ; R$ 1.243,25 ; R$ 12,44 ;1,03%
SLZMSI;SLZ;MSI;MA;MS; R$ 606,60 ; R$ 712,73 ; R$ 840,46 ; R$ 1.073,48 ; R$ 1.482,18 ; R$ 2.195,59 ; R$ 21,96 ;1,35%
SLZMSI2;SLZ;MSI2;MA;MS; R$ 834,08 ; R$ 980,01 ; R$ 1.155,63 ; R$ 1.476,04 ; R$ 2.037,99 ; R$ 3.018,95 ; R$ 30,19 ;1,35%
SLZMTI;SLZ;MTI;MA;MT; R$ 722,25 ; R$ 848,61 ; R$ 1.000,70 ; R$ 1.278,15 ; R$ 1.764,76 ; R$ 2.614,18 ; R$ 26,15 ;1,35%
SLZMTI2;SLZ;MTI2;MA;MT; R$ 993,09 ; R$ 1.166,85 ; R$ 1.375,95 ; R$ 1.757,45 ; R$ 2.426,54 ; R$ 3.594,51 ; R$ 35,94 ;1,35%
SLZNAT;SLZ;NAT;MA;RN; R$ 226,86 ; R$ 266,56 ; R$ 314,33 ; R$ 401,48 ; R$ 554,32 ; R$ 821,15 ; R$ 8,21 ;0,83%
SLZPAI;SLZ;PAI;MA;PA; R$ 563,08 ; R$ 661,59 ; R$ 780,16 ; R$ 996,47 ; R$ 1.375,85 ; R$ 2.038,07 ; R$ 20,37 ;1,24%
SLZPAI2;SLZ;PAI2;MA;PA; R$ 774,24 ; R$ 909,70 ; R$ 1.072,72 ; R$ 1.370,15 ; R$ 1.891,77 ; R$ 2.802,35 ; R$ 28,03 ;1,24%
SLZPBI;SLZ;PBI;MA;PB; R$ 251,16 ; R$ 295,10 ; R$ 347,98 ; R$ 444,46 ; R$ 613,68 ; R$ 909,06 ; R$ 9,10 ;0,88%
SLZPBI2;SLZ;PBI2;MA;PB; R$ 300,88 ; R$ 353,52 ; R$ 416,88 ; R$ 532,46 ; R$ 735,18 ; R$ 1.089,05 ; R$ 10,89 ;0,88%
SLZPEI;SLZ;PEI;MA;PE; R$ 236,80 ; R$ 278,22 ; R$ 328,08 ; R$ 419,06 ; R$ 578,59 ; R$ 857,08 ; R$ 8,57 ;0,88%
SLZPEI2;SLZ;PEI2;MA;PE; R$ 291,45 ; R$ 342,43 ; R$ 403,80 ; R$ 515,76 ; R$ 712,11 ; R$ 1.054,87 ; R$ 10,55 ;0,88%
SLZPII;SLZ;PII;MA;PI; R$ 309,64 ; R$ 363,82 ; R$ 429,02 ; R$ 547,97 ; R$ 756,59 ; R$ 1.120,77 ; R$ 11,21 ;0,93%
SLZPII2;SLZ;PII2;MA;PI; R$ 381,10 ; R$ 447,78 ; R$ 528,03 ; R$ 674,43 ; R$ 931,20 ; R$ 1.379,40 ; R$ 13,79 ;0,93%
SLZPMW;SLZ;PMW;MA;TO; R$ 246,59 ; R$ 289,72 ; R$ 341,64 ; R$ 436,36 ; R$ 602,49 ; R$ 892,50 ; R$ 8,93 ;0,83%
SLZPOA;SLZ;POA;MA;RS; R$ 251,01 ; R$ 294,92 ; R$ 347,77 ; R$ 444,20 ; R$ 613,32 ; R$ 908,52 ; R$ 9,08 ;1,24%
SLZPPB;SLZ;PPB;MA;SP; R$ 294,51 ; R$ 346,05 ; R$ 408,05 ; R$ 521,20 ; R$ 719,63 ; R$ 1.066,00 ; R$ 10,66 ;1,24%
SLZPPB2;SLZ;PPB2;MA;SP; R$ 362,48 ; R$ 425,90 ; R$ 502,22 ; R$ 641,48 ; R$ 885,69 ; R$ 1.311,99 ; R$ 13,12 ;1,24%
SLZPRI;SLZ;PRI;MA;PR; R$ 333,70 ; R$ 392,10 ; R$ 462,36 ; R$ 590,55 ; R$ 815,38 ; R$ 1.207,85 ; R$ 12,08 ;1,35%
SLZPRI2;SLZ;PRI2;MA;PR; R$ 410,72 ; R$ 482,58 ; R$ 569,05 ; R$ 726,83 ; R$ 1.003,54 ; R$ 1.486,59 ; R$ 14,87 ;1,35%
SLZRAO;SLZ;RAO;MA;SP; R$ 254,79 ; R$ 299,38 ; R$ 353,02 ; R$ 450,90 ; R$ 622,56 ; R$ 922,22 ; R$ 9,22 ;1,14%
SLZRAO2;SLZ;RAO2;MA;SP; R$ 362,48 ; R$ 425,90 ; R$ 502,22 ; R$ 641,48 ; R$ 885,69 ; R$ 1.311,99 ; R$ 13,12 ;1,14%
SLZREC;SLZ;REC;MA;PE; R$ 200,35 ; R$ 235,41 ; R$ 277,60 ; R$ 354,57 ; R$ 489,56 ; R$ 725,19 ; R$ 7,26 ;0,78%
SLZRIO;SLZ;RIO;MA;RJ; R$ 232,37 ; R$ 273,02 ; R$ 321,96 ; R$ 411,23 ; R$ 567,79 ; R$ 841,07 ; R$ 8,42 ;1,14%
SLZRJI;SLZ;RJI;MA;RJ; R$ 306,38 ; R$ 359,98 ; R$ 424,49 ; R$ 542,19 ; R$ 748,62 ; R$ 1.108,95 ; R$ 11,08 ;1,24%
SLZRJI2;SLZ;RJI2;MA;RJ; R$ 372,03 ; R$ 437,12 ; R$ 515,47 ; R$ 658,38 ; R$ 909,03 ; R$ 1.346,58 ; R$ 13,47 ;1,03%
SLZRNI;SLZ;RNI;MA;RN; R$ 285,34 ; R$ 335,25 ; R$ 395,33 ; R$ 504,95 ; R$ 697,19 ; R$ 1.032,76 ; R$ 10,32 ;0,93%
SLZRNI2;SLZ;RNI2;MA;RN; R$ 351,18 ; R$ 412,62 ; R$ 486,56 ; R$ 621,48 ; R$ 858,07 ; R$ 1.271,08 ; R$ 12,71 ;0,93%
SLZRSI;SLZ;RSI;MA;RS; R$ 382,79 ; R$ 449,76 ; R$ 530,34 ; R$ 677,40 ; R$ 935,30 ; R$ 1.385,48 ; R$ 13,85 ;1,35%
SLZRSI2;SLZ;RSI2;MA;RS; R$ 411,95 ; R$ 484,03 ; R$ 570,78 ; R$ 729,03 ; R$ 1.006,59 ; R$ 1.491,08 ; R$ 14,91 ;1,35%
SLZSAO;SLZ;SAO;MA;SP; R$ 232,02 ; R$ 272,62 ; R$ 321,48 ; R$ 410,61 ; R$ 566,93 ; R$ 839,79 ; R$ 8,39 ;1,14%
SLZSCI;SLZ;SCI;MA;SC; R$ 364,67 ; R$ 428,47 ; R$ 505,25 ; R$ 645,34 ; R$ 891,03 ; R$ 1.319,92 ; R$ 13,21 ;1,35%
SLZSCI2;SLZ;SCI2;MA;SC; R$ 381,95 ; R$ 448,77 ; R$ 529,20 ; R$ 675,92 ; R$ 933,27 ; R$ 1.382,48 ; R$ 13,83 ;1,35%
SLZSEI;SLZ;SEI;MA;SE; R$ 193,75 ; R$ 227,64 ; R$ 268,44 ; R$ 342,87 ; R$ 473,40 ; R$ 701,26 ; R$ 7,01 ;0,83%
SLZSEI2;SLZ;SEI2;MA;SE; R$ 238,45 ; R$ 280,18 ; R$ 330,39 ; R$ 421,99 ; R$ 582,65 ; R$ 863,10 ; R$ 8,63 ;0,83%
SLZSJK;SLZ;SJK;MA;SP; R$ 238,48 ; R$ 280,20 ; R$ 330,40 ; R$ 422,02 ; R$ 582,69 ; R$ 863,15 ; R$ 8,63 ;1,14%
SLZSJK2;SLZ;SJK2;MA;SP; R$ 362,48 ; R$ 425,90 ; R$ 502,22 ; R$ 641,48 ; R$ 885,69 ; R$ 1.311,99 ; R$ 13,12 ;1,14%
SLZSJP;SLZ;SJP;MA;SP; R$ 249,20 ; R$ 292,81 ; R$ 345,28 ; R$ 441,02 ; R$ 608,91 ; R$ 901,99 ; R$ 9,02 ;1,24%
SLZSJP2;SLZ;SJP2;MA;SP; R$ 362,48 ; R$ 425,90 ; R$ 502,22 ; R$ 641,48 ; R$ 885,69 ; R$ 1.311,99 ; R$ 13,12 ;1,24%
SLZSLZ;SLZ;SLZ;MA;MA; R$ 254,77 ; R$ 299,34 ; R$ 352,99 ; R$ 450,85 ; R$ 622,50 ; R$ 922,14 ; R$ 9,23 ;0,31%
SLZSOD;SLZ;SOD;MA;SP; R$ 231,85 ; R$ 272,41 ; R$ 321,22 ; R$ 410,29 ; R$ 566,49 ; R$ 839,15 ; R$ 8,39 ;1,14%
SLZSOD2;SLZ;SOD2;MA;SP; R$ 362,48 ; R$ 425,90 ; R$ 502,22 ; R$ 641,48 ; R$ 885,69 ; R$ 1.311,99 ; R$ 13,12 ;1,14%
SLZSSA;SLZ;SSA;MA;BA; R$ 188,75 ; R$ 221,78 ; R$ 261,51 ; R$ 334,03 ; R$ 461,20 ; R$ 683,18 ; R$ 6,84 ;0,72%
SLZSSZ;SLZ;SSZ;MA;SP; R$ 294,51 ; R$ 346,05 ; R$ 408,05 ; R$ 521,20 ; R$ 719,63 ; R$ 1.066,00 ; R$ 10,66 ;1,14%
SLZSSZ2;SLZ;SSZ2;MA;SP; R$ 362,48 ; R$ 425,90 ; R$ 502,22 ; R$ 641,48 ; R$ 885,69 ; R$ 1.311,99 ; R$ 13,12 ;1,14%
SLZTHE;SLZ;THE;MA;PI; R$ 238,20 ; R$ 279,86 ; R$ 330,02 ; R$ 421,52 ; R$ 581,99 ; R$ 862,12 ; R$ 8,62 ;0,83%
SLZTOI;SLZ;TOI;MA;TO; R$ 394,53 ; R$ 463,56 ; R$ 546,63 ; R$ 698,18 ; R$ 963,99 ; R$ 1.428,00 ; R$ 14,28 ;1,03%
SLZTOI2;SLZ;TOI2;MA;TO; R$ 542,48 ; R$ 637,39 ; R$ 751,61 ; R$ 960,01 ; R$ 1.325,49 ; R$ 1.963,49 ; R$ 19,64 ;1,03%
SLZUDI;SLZ;UDI;MA;MG; R$ 223,57 ; R$ 262,68 ; R$ 309,76 ; R$ 395,65 ; R$ 546,28 ; R$ 809,22 ; R$ 8,09 ;1,14%
SLZVIX;SLZ;VIX;MA;ES; R$ 206,55 ; R$ 242,69 ; R$ 286,18 ; R$ 365,52 ; R$ 504,68 ; R$ 747,59 ; R$ 7,47 ;0,83%
SODAJU;SOD;AJU;SP;SE; R$ 198,70 ; R$ 233,48 ; R$ 275,31 ; R$ 351,64 ; R$ 485,52 ; R$ 719,21 ; R$ 7,19 ;0,78%
SODALI;SOD;ALI;SP;AL; R$ 265,91 ; R$ 312,43 ; R$ 368,43 ; R$ 470,58 ; R$ 649,73 ; R$ 962,47 ; R$ 9,62 ;0,93%
SODALI2;SOD;ALI2;SP;AL; R$ 333,31 ; R$ 391,62 ; R$ 461,80 ; R$ 589,84 ; R$ 814,40 ; R$ 1.206,39 ; R$ 12,06 ;0,93%
SODAPI;SOD;API;SP;AP; R$ 549,26 ; R$ 645,36 ; R$ 761,01 ; R$ 972,00 ; R$ 1.342,05 ; R$ 1.988,03 ; R$ 19,89 ;1,35%
SODAPI2;SOD;API2;SP;API2; R$ 755,23 ; R$ 887,37 ; R$ 1.046,38 ; R$ 1.336,50 ; R$ 1.845,33 ; R$ 2.733,55 ; R$ 27,33 ;1,35%
SODARU;SOD;ARU;SP;SP; R$ 137,64 ; R$ 161,73 ; R$ 190,71 ; R$ 243,58 ; R$ 336,32 ; R$ 498,20 ; R$ 4,98 ;0,57%
SODARU2;SOD;ARU2;SP;SP; R$ 133,37 ; R$ 156,70 ; R$ 184,78 ; R$ 236,02 ; R$ 325,87 ; R$ 482,72 ; R$ 4,83 ;0,57%
SODBAI;SOD;BAI;SP;BA; R$ 228,92 ; R$ 268,97 ; R$ 317,17 ; R$ 405,12 ; R$ 559,35 ; R$ 828,58 ; R$ 8,29 ;0,83%
SODBAI2;SOD;BAI2;SP;BA; R$ 269,00 ; R$ 316,07 ; R$ 372,71 ; R$ 476,05 ; R$ 657,30 ; R$ 973,66 ; R$ 9,73 ;0,83%
SODBAU;SOD;BAU;SP;SP; R$ 104,97 ; R$ 123,35 ; R$ 145,46 ; R$ 185,79 ; R$ 256,50 ; R$ 379,97 ; R$ 3,80 ;0,36%
SODBAU2;SOD;BAU2;SP;SP; R$ 125,18 ; R$ 147,07 ; R$ 173,43 ; R$ 221,52 ; R$ 305,85 ; R$ 453,06 ; R$ 4,54 ;0,57%
SODBEL;SOD;BEL;SP;PA; R$ 285,57 ; R$ 335,53 ; R$ 395,66 ; R$ 505,37 ; R$ 697,78 ; R$ 1.033,64 ; R$ 10,34 ;1,14%
SODBHZ;SOD;BHZ;SP;MG; R$ 108,36 ; R$ 127,32 ; R$ 150,13 ; R$ 191,77 ; R$ 264,77 ; R$ 392,22 ; R$ 3,92 ;0,57%
SODBNU;SOD;BNU;SP;SC; R$ 119,72 ; R$ 140,67 ; R$ 165,88 ; R$ 211,87 ; R$ 292,52 ; R$ 433,34 ; R$ 4,33 ;0,57%
SODBSB;SOD;BSB;SP;DF; R$ 129,74 ; R$ 152,43 ; R$ 179,76 ; R$ 229,59 ; R$ 317,01 ; R$ 469,60 ; R$ 4,70 ;0,72%
SODCEI;SOD;CEI;SP;CE; R$ 315,77 ; R$ 371,01 ; R$ 437,50 ; R$ 558,80 ; R$ 771,55 ; R$ 1.142,91 ; R$ 11,44 ;1,24%
SODCEI2;SOD;CEI2;SP;CE; R$ 357,79 ; R$ 420,39 ; R$ 495,71 ; R$ 633,17 ; R$ 874,22 ; R$ 1.295,00 ; R$ 12,95 ;1,24%
SODCGB;SOD;CGB;SP;MT; R$ 281,07 ; R$ 330,25 ; R$ 389,43 ; R$ 497,40 ; R$ 686,77 ; R$ 1.017,33 ; R$ 10,18 ;0,72%
SODCGR;SOD;CGR;SP;MS; R$ 245,60 ; R$ 288,57 ; R$ 340,27 ; R$ 434,63 ; R$ 600,10 ; R$ 888,95 ; R$ 8,89 ;0,72%
SODCPF;SOD;CPF;SP;SP; R$ 108,03 ; R$ 126,94 ; R$ 149,68 ; R$ 191,18 ; R$ 263,97 ; R$ 391,03 ; R$ 3,91 ;0,31%
SODCPF2;SOD;CPF2;SP;SP; R$ 133,37 ; R$ 156,70 ; R$ 184,78 ; R$ 236,02 ; R$ 325,87 ; R$ 482,72 ; R$ 4,83 ;0,31%
SODCPQ;SOD;CPQ;SP;SP; R$ 88,74 ; R$ 104,27 ; R$ 122,94 ; R$ 157,04 ; R$ 216,82 ; R$ 321,18 ; R$ 3,21 ;0,31%
SODCWB;SOD;CWB;SP;PR; R$ 99,56 ; R$ 116,97 ; R$ 137,93 ; R$ 176,17 ; R$ 243,24 ; R$ 360,32 ; R$ 3,60 ;0,36%
SODDIV;SOD;DIV;SP;MG; R$ 108,51 ; R$ 127,49 ; R$ 150,33 ; R$ 192,02 ; R$ 265,12 ; R$ 392,74 ; R$ 3,92 ;0,57%
SODESI;SOD;ESI;SP;ES; R$ 146,11 ; R$ 171,66 ; R$ 202,43 ; R$ 258,55 ; R$ 356,99 ; R$ 528,82 ; R$ 5,28 ;0,83%
SODESI2;SOD;ESI2;SP;ES; R$ 171,18 ; R$ 201,13 ; R$ 237,17 ; R$ 302,93 ; R$ 418,26 ; R$ 619,59 ; R$ 6,20 ;0,83%
SODFES;SOD;FES;SP;BA; R$ 172,80 ; R$ 203,02 ; R$ 239,40 ; R$ 305,79 ; R$ 422,20 ; R$ 625,42 ; R$ 6,25 ;0,72%
SODFLN;SOD;FLN;SP;SC; R$ 120,09 ; R$ 141,10 ; R$ 166,38 ; R$ 212,52 ; R$ 293,43 ; R$ 434,66 ; R$ 4,35 ;0,57%
SODFOR;SOD;FOR;SP;CE; R$ 246,13 ; R$ 289,19 ; R$ 341,01 ; R$ 435,56 ; R$ 601,39 ; R$ 890,85 ; R$ 8,91 ;1,14%
SODGOI;SOD;GOI;SP;GO; R$ 179,84 ; R$ 211,30 ; R$ 249,18 ; R$ 318,27 ; R$ 439,42 ; R$ 650,94 ; R$ 6,51 ;0,83%
SODGOI2;SOD;GOI2;SP;GO; R$ 210,72 ; R$ 247,57 ; R$ 291,95 ; R$ 372,89 ; R$ 514,85 ; R$ 762,67 ; R$ 7,63 ;0,83%
SODGUDI;SOD;GUDI;SP;MG; R$ 132,96 ; R$ 156,21 ; R$ 184,21 ; R$ 235,28 ; R$ 324,85 ; R$ 481,22 ; R$ 4,81 ;0,62%
SODGUDI2;SOD;GUDI2;SP;MG; R$ 172,83 ; R$ 203,07 ; R$ 239,45 ; R$ 305,85 ; R$ 422,30 ; R$ 625,56 ; R$ 6,26 ;0,62%
SODGYN;SOD;GYN;SP;GO; R$ 133,18 ; R$ 156,48 ; R$ 184,51 ; R$ 235,67 ; R$ 325,40 ; R$ 482,03 ; R$ 4,82 ;0,72%
SODITJ;SOD;ITJ;SP;SC; R$ 122,96 ; R$ 144,47 ; R$ 170,36 ; R$ 217,60 ; R$ 300,44 ; R$ 445,06 ; R$ 4,45 ;0,57%
SODJOI;SOD;JOI;SP;SC; R$ 116,61 ; R$ 137,01 ; R$ 161,56 ; R$ 206,37 ; R$ 284,92 ; R$ 422,06 ; R$ 4,22 ;0,57%
SODJPA;SOD;JPA;SP;PB; R$ 218,11 ; R$ 256,26 ; R$ 302,19 ; R$ 385,98 ; R$ 532,92 ; R$ 789,43 ; R$ 7,89 ;1,14%
SODLDB;SOD;LDB;SP;PR; R$ 118,94 ; R$ 139,75 ; R$ 164,79 ; R$ 210,47 ; R$ 290,59 ; R$ 430,47 ; R$ 4,30 ;0,40%
SODMAI;SOD;MAI;SP;MA; R$ 310,02 ; R$ 364,26 ; R$ 429,53 ; R$ 548,62 ; R$ 757,50 ; R$ 1.122,09 ; R$ 11,22 ;1,24%
SODMAI2;SOD;MAI2;SP;MA; R$ 375,93 ; R$ 441,70 ; R$ 520,86 ; R$ 665,28 ; R$ 918,56 ; R$ 1.360,70 ; R$ 13,61 ;1,24%
SODMCP;SOD;MCP;SP;AP; R$ 343,29 ; R$ 403,35 ; R$ 475,63 ; R$ 607,51 ; R$ 838,78 ; R$ 1.242,51 ; R$ 12,42 ;1,24%
SODMCZ;SOD;MCZ;SP;AL; R$ 207,69 ; R$ 244,03 ; R$ 287,76 ; R$ 367,56 ; R$ 507,50 ; R$ 751,76 ; R$ 7,51 ;0,83%
SODMGF;SOD;MGF;SP;PR; R$ 124,44 ; R$ 146,21 ; R$ 172,41 ; R$ 220,20 ; R$ 304,04 ; R$ 450,39 ; R$ 4,50 ;0,40%
SODMGI;SOD;MGI;SP;MG; R$ 141,63 ; R$ 166,39 ; R$ 196,22 ; R$ 250,63 ; R$ 346,03 ; R$ 512,60 ; R$ 5,12 ;0,62%
SODMGI2;SOD;MGI2;SP;MG; R$ 164,30 ; R$ 193,05 ; R$ 227,64 ; R$ 290,76 ; R$ 401,46 ; R$ 594,69 ; R$ 5,95 ;0,62%
SODMSI;SOD;MSI;SP;MS; R$ 385,06 ; R$ 452,44 ; R$ 533,52 ; R$ 681,44 ; R$ 940,87 ; R$ 1.393,73 ; R$ 13,94 ;0,83%
SODMSI2;SOD;MSI2;SP;MS; R$ 461,46 ; R$ 542,20 ; R$ 639,36 ; R$ 816,63 ; R$ 1.127,54 ; R$ 1.670,25 ; R$ 16,71 ;0,83%
SODMTI;SOD;MTI;SP;MT; R$ 406,04 ; R$ 477,07 ; R$ 562,57 ; R$ 718,56 ; R$ 992,11 ; R$ 1.469,65 ; R$ 14,69 ;0,83%
SODMTI2;SOD;MTI2;SP;MT; R$ 509,36 ; R$ 598,47 ; R$ 705,73 ; R$ 901,40 ; R$ 1.244,58 ; R$ 1.843,63 ; R$ 18,44 ;0,83%
SODNAT;SOD;NAT;SP;RN; R$ 225,04 ; R$ 264,42 ; R$ 311,79 ; R$ 398,25 ; R$ 549,87 ; R$ 814,54 ; R$ 8,15 ;1,14%
SODPAI;SOD;PAI;SP;PA; R$ 468,31 ; R$ 550,25 ; R$ 648,86 ; R$ 828,76 ; R$ 1.144,29 ; R$ 1.695,06 ; R$ 16,96 ;1,24%
SODPAI2;SOD;PAI2;SP;PA; R$ 552,22 ; R$ 648,83 ; R$ 765,11 ; R$ 977,24 ; R$ 1.349,29 ; R$ 1.998,74 ; R$ 19,98 ;1,24%
SODPBI;SOD;PBI;SP;PB; R$ 268,66 ; R$ 315,67 ; R$ 372,25 ; R$ 475,46 ; R$ 656,47 ; R$ 972,44 ; R$ 9,72 ;1,03%
SODPBI2;SOD;PBI2;SP;PB; R$ 368,20 ; R$ 432,62 ; R$ 510,14 ; R$ 651,59 ; R$ 899,66 ; R$ 1.332,70 ; R$ 13,33 ;1,03%
SODPEI;SOD;PEI;SP;PE; R$ 279,02 ; R$ 327,85 ; R$ 386,59 ; R$ 493,78 ; R$ 681,77 ; R$ 1.009,93 ; R$ 10,10 ;1,03%
SODPEI2;SOD;PEI2;SP;PE; R$ 323,14 ; R$ 379,67 ; R$ 447,72 ; R$ 571,85 ; R$ 789,57 ; R$ 1.169,61 ; R$ 11,69 ;1,03%
SODPII;SOD;PII;SP;PI; R$ 298,95 ; R$ 351,24 ; R$ 414,20 ; R$ 529,04 ; R$ 730,44 ; R$ 1.082,03 ; R$ 10,83 ;1,03%
SODPII2;SOD;PII2;SP;PI; R$ 368,04 ; R$ 432,43 ; R$ 509,92 ; R$ 651,31 ; R$ 899,27 ; R$ 1.332,12 ; R$ 13,32 ;1,03%
SODPMW;SOD;PMW;SP;TO; R$ 169,02 ; R$ 198,58 ; R$ 234,17 ; R$ 299,10 ; R$ 412,97 ; R$ 611,75 ; R$ 6,12 ;0,72%
