ROTA;FILIAL_ORIGEM;FILIAL_DESTINO; R$_CAPITAL ; R$_INTERIOR ; %_CAPITAL ; %_INTERIOR 
VDCSSA;VDC;SSA; R$ 2,33 ; R$ 1,94 ;0,18%;0,18%
VDCAJU;VDC;AJU; R$ 2,21 ; R$ 1,84 ;0,18%;0,18%
VDCITN;VDC;ITN; R$ 2,31 ; R$ 1,92 ;0,18%;0,18%
VDCCAU;VDC;CAU; R$ 2,93 ; R$ 2,53 ;0,25%;0,25%
VDCVIX;VDC;VIX; R$ 1,96 ; R$ 1,60 ;0,27%;0,27%
VDCBHZ;VDC;BHZ; R$ 2,27 ; R$ 1,89 ;0,27%;0,27%
VDCDIV;VDC;DIV; R$ 2,29 ; R$ 1,91 ;0,27%;0,27%
VDCJDF;VDC;JDF; R$ 2,85 ; R$ 2,45 ;0,27%;0,27%
VDCPSA;VDC;PSA; R$ 2,99 ; R$ 2,67 ;0,27%;0,27%
VDCBSB;VDC;BSB; R$ 2,68 ; R$ 2,11 ;0,27%;0,27%
VDCCGB;VDC;CGB; R$ 5,65 ; R$ 5,01 ;0,27%;0,27%
VDCCGR;VDC;CGR; R$ 5,08 ; R$ 4,46 ;0,27%;0,27%
VDCPMW;VDC;PMW; R$ 3,72 ; R$ 3,15 ;0,27%;0,27%
VDCGYN;VDC;GYN; R$ 2,52 ; R$ 1,99 ;0,37%;0,37%
VDCCAW;VDC;CAW; R$ 2,76 ; R$ 2,36 ;0,37%;0,37%
VDCRIO;VDC;RIO; R$ 2,43 ; R$ 2,05 ;0,37%;0,37%
VDCCPQ;VDC;CPQ; R$ 2,78 ; R$ 2,38 ;0,37%;0,37%
VDCSJK;VDC;SJK; R$ 3,07 ; R$ 2,66 ;0,37%;0,37%
VDCSOD;VDC;SOD; R$ 2,89 ; R$ 2,49 ;0,37%;0,37%
VDCSAO;VDC;SAO; R$ 2,55 ; R$ 2,16 ;0,37%;0,37%
VDCSSZ;VDC;SSZ; R$ 3,48 ; R$ 3,06 ;0,37%;0,37%
VDCFES;VDC;FES; R$ 2,36 ; R$ 1,62 ;0,18%;0,18%
VDCBAU;VDC;BAU; R$ 3,07 ; R$ 2,75 ;0,45%;0,45%
VDCRAO;VDC;RAO; R$ 3,11 ; R$ 2,70 ;0,45%;0,45%
VDCCWB;VDC;CWB; R$ 3,21 ; R$ 2,80 ;0,45%;0,45%
VDCJOI;VDC;JOI; R$ 2,97 ; R$ 2,57 ;0,45%;0,45%
VDCSJP;VDC;SJP; R$ 3,38 ; R$ 3,05 ;0,45%;0,45%
VDCITJ;VDC;ITJ; R$ 2,86 ; R$ 2,46 ;0,45%;0,45%
VDCBNU;VDC;BNU; R$ 2,84 ; R$ 2,44 ;0,45%;0,45%
VDCLDB;VDC;LDB; R$ 3,08 ; R$ 2,67 ;0,45%;0,45%
VDCFLN;VDC;FLN; R$ 3,19 ; R$ 2,77 ;0,45%;0,45%
VDCPPB;VDC;PPB; R$ 3,83 ; R$ 3,48 ;0,45%;0,45%
VDCUDI;VDC;UDI; R$ 2,92 ; R$ 2,51 ;0,37%;0,37%
VDCMGF;VDC;MGF; R$ 3,10 ; R$ 2,69 ;0,45%;0,45%
VDCBEL;VDC;BEL; R$ 3,18 ; R$ 2,76 ;0,66%;0,66%
VDCLAJ;VDC;LAJ; R$ 3,74 ; R$ 3,30 ;0,66%;0,66%
VDCCCM;VDC;CCM; R$ 4,02 ; R$ 3,57 ;0,66%;0,66%
VDCCAC;VDC;CAC; R$ 3,61 ; R$ 3,18 ;0,66%;0,66%
VDCXAP;VDC;XAP; R$ 3,70 ; R$ 3,26 ;0,66%;0,66%
VDCCXJ;VDC;CXJ; R$ 3,00 ; R$ 2,59 ;0,66%;0,66%
VDCPOA;VDC;POA; R$ 3,30 ; R$ 2,88 ;0,66%;0,66%
VDCMCZ;VDC;MCZ; R$ 1,70 ; R$ 1,34 ;0,25%;0,25%
VDCPNZ;VDC;PNZ; R$ 2,85 ; R$ 2,45 ;0,25%;0,25%
VDCREC;VDC;REC; R$ 1,79 ; R$ 1,48 ;0,25%;0,25%
VDCJPA;VDC;JPA; R$ 1,67 ; R$ 1,31 ;0,25%;0,25%
VDCNAT;VDC;NAT; R$ 1,85 ; R$ 1,48 ;0,27%;0,27%
VDCFOR;VDC;FOR; R$ 1,90 ; R$ 1,53 ;0,27%;0,27%
VDCIMP;VDC;IMP; R$ 2,96 ; R$ 2,56 ;0,37%;0,37%
VDCSLZ;VDC;SLZ; R$ 2,89 ; R$ 2,48 ;0,27%;0,27%
VDCTHE;VDC;THE; R$ 2,94 ; R$ 2,54 ;0,27%;0,27%
VIXVIX;VIX;VIX; R$ 0,50 ; R$ 1,08 ;0,14%;0,14%
VIXCAW;VIX;CAW; R$ 1,57 ; R$ 2,03 ;0,25%;0,25%
VIXRIO;VIX;RIO; R$ 1,22 ; R$ 1,70 ;0,25%;0,25%
VIXJDF;VIX;JDF; R$ 1,75 ; R$ 2,20 ;0,25%;0,25%
VIXSAO;VIX;SAO; R$ 1,30 ; R$ 1,77 ;0,25%;0,25%
VIXSSZ;VIX;SSZ; R$ 2,15 ; R$ 2,59 ;0,25%;0,25%
VIXBHZ;VIX;BHZ; R$ 1,20 ; R$ 1,68 ;0,25%;0,25%
VIXCPQ;VIX;CPQ; R$ 1,38 ; R$ 1,87 ;0,25%;0,25%
VIXSJK;VIX;SJK; R$ 2,34 ; R$ 2,77 ;0,25%;0,25%
VIXSOD;VIX;SOD; R$ 2,00 ; R$ 2,45 ;0,25%;0,25%
VIXDIV;VIX;DIV; R$ 1,20 ; R$ 1,67 ;0,25%;0,25%
VIXPSA;VIX;PSA; R$ 1,98 ; R$ 2,43 ;0,27%;0,27%
VIXRAO;VIX;RAO; R$ 1,81 ; R$ 2,26 ;0,27%;0,27%
VIXBAU;VIX;BAU; R$ 2,08 ; R$ 2,52 ;0,27%;0,27%
VIXCWB;VIX;CWB; R$ 1,63 ; R$ 2,10 ;0,27%;0,27%
VIXSJP;VIX;SJP; R$ 2,26 ; R$ 2,70 ;0,27%;0,27%
VIXJOI;VIX;JOI; R$ 1,49 ; R$ 1,95 ;0,27%;0,27%
VIXLDB;VIX;LDB; R$ 2,33 ; R$ 2,76 ;0,27%;0,27%
VIXITJ;VIX;ITJ; R$ 1,42 ; R$ 1,88 ;0,27%;0,27%
VIXBNU;VIX;BNU; R$ 1,48 ; R$ 1,95 ;0,27%;0,27%
VIXPPB;VIX;PPB; R$ 2,84 ; R$ 3,25 ;0,37%;0,37%
VIXUDI;VIX;UDI; R$ 2,29 ; R$ 2,73 ;0,37%;0,37%
VIXFLN;VIX;FLN; R$ 1,52 ; R$ 2,00 ;0,37%;0,37%
VIXMGF;VIX;MGF; R$ 2,33 ; R$ 2,77 ;0,37%;0,37%
VIXLAJ;VIX;LAJ; R$ 2,22 ; R$ 2,66 ;0,37%;0,37%
VIXCCM;VIX;CCM; R$ 2,47 ; R$ 2,90 ;0,37%;0,37%
VIXCAC;VIX;CAC; R$ 2,79 ; R$ 3,21 ;0,37%;0,37%
VIXXAP;VIX;XAP; R$ 2,22 ; R$ 2,66 ;0,37%;0,37%
VIXCXJ;VIX;CXJ; R$ 1,80 ; R$ 2,25 ;0,37%;0,37%
VIXGYN;VIX;GYN; R$ 2,02 ; R$ 2,46 ;0,37%;0,37%
VIXPOA;VIX;POA; R$ 1,76 ; R$ 2,23 ;0,37%;0,37%
VIXBSB;VIX;BSB; R$ 2,53 ; R$ 2,95 ;0,45%;0,45%
VIXCGR;VIX;CGR; R$ 3,31 ; R$ 3,70 ;0,66%;0,66%
VIXPMW;VIX;PMW; R$ 3,64 ; R$ 4,02 ;0,66%;0,66%
VIXCGB;VIX;CGB; R$ 4,42 ; R$ 4,77 ;0,66%;0,66%
VIXBEL;VIX;BEL; R$ 2,76 ; R$ 3,17 ;0,94%;0,94%
VIXFES;VIX;FES; R$ 0,99 ; R$ 1,47 ;0,27%;0,27%
VIXITN;VIX;ITN; R$ 1,66 ; R$ 2,11 ;0,27%;0,27%
VIXVDC;VIX;VDC; R$ 1,85 ; R$ 2,29 ;0,27%;0,27%
VIXSSA;VIX;SSA; R$ 1,40 ; R$ 1,87 ;0,27%;0,27%
VIXAJU;VIX;AJU; R$ 1,42 ; R$ 1,88 ;0,27%;0,27%
VIXPNZ;VIX;PNZ; R$ 2,39 ; R$ 2,81 ;0,37%;0,37%
VIXMCZ;VIX;MCZ; R$ 1,36 ; R$ 1,82 ;0,37%;0,37%
VIXCAU;VIX;CAU; R$ 2,25 ; R$ 2,68 ;0,37%;0,37%
VIXREC;VIX;REC; R$ 1,36 ; R$ 1,82 ;0,37%;0,37%
VIXJPA;VIX;JPA; R$ 1,43 ; R$ 1,89 ;0,45%;0,45%
VIXNAT;VIX;NAT; R$ 1,39 ; R$ 1,85 ;0,45%;0,45%
VIXTHE;VIX;THE; R$ 2,24 ; R$ 2,67 ;0,45%;0,45%
VIXFOR;VIX;FOR; R$ 1,50 ; R$ 1,96 ;0,45%;0,45%
VIXIMP;VIX;IMP; R$ 2,50 ; R$ 2,92 ;0,94%;0,94%
VIXSLZ;VIX;SLZ; R$ 2,42 ; R$ 2,85 ;0,66%;0,66%
XAPXAP;XAP;XAP; R$ 1,15 ; R$ 1,59 ;0,14%;0,14%
XAPJOI;XAP;JOI; R$ 1,54 ; R$ 1,32 ;0,18%;0,18%
XAPBNU;XAP;BNU; R$ 1,47 ; R$ 1,24 ;0,18%;0,18%
XAPCWB;XAP;CWB; R$ 1,75 ; R$ 1,52 ;0,18%;0,18%
XAPLAJ;XAP;LAJ; R$ 2,11 ; R$ 1,86 ;0,18%;0,18%
XAPSOD;XAP;SOD; R$ 2,30 ; R$ 2,11 ;0,25%;0,25%
XAPSSZ;XAP;SSZ; R$ 2,58 ; R$ 2,31 ;0,25%;0,25%
XAPSAO;XAP;SAO; R$ 1,65 ; R$ 1,42 ;0,25%;0,25%
XAPLDB;XAP;LDB; R$ 2,53 ; R$ 2,17 ;0,25%;0,25%
XAPCPQ;XAP;CPQ; R$ 2,25 ; R$ 2,06 ;0,25%;0,25%
XAPSJK;XAP;SJK; R$ 2,80 ; R$ 2,53 ;0,25%;0,25%
XAPPOA;XAP;POA; R$ 2,32 ; R$ 2,07 ;0,25%;0,25%
XAPMGF;XAP;MGF; R$ 2,65 ; R$ 2,38 ;0,25%;0,25%
XAPCAC;XAP;CAC; R$ 2,42 ; R$ 2,23 ;0,25%;0,25%
XAPPSA;XAP;PSA; R$ 3,03 ; R$ 2,81 ;0,25%;0,25%
XAPCXJ;XAP;CXJ; R$ 2,69 ; R$ 2,42 ;0,25%;0,25%
XAPCCM;XAP;CCM; R$ 2,42 ; R$ 2,16 ;0,18%;0,18%
XAPITJ;XAP;ITJ; R$ 1,41 ; R$ 1,19 ;0,18%;0,18%
XAPRAO;XAP;RAO; R$ 1,99 ; R$ 1,81 ;0,25%;0,25%
XAPBAU;XAP;BAU; R$ 2,14 ; R$ 1,99 ;0,25%;0,25%
XAPFLN;XAP;FLN; R$ 1,59 ; R$ 1,36 ;0,25%;0,25%
XAPSJP;XAP;SJP; R$ 2,86 ; R$ 2,58 ;0,27%;0,27%
XAPPPB;XAP;PPB; R$ 3,02 ; R$ 2,80 ;0,27%;0,27%
XAPRIO;XAP;RIO; R$ 2,25 ; R$ 1,96 ;0,27%;0,27%
XAPJDF;XAP;JDF; R$ 2,80 ; R$ 2,53 ;0,27%;0,27%
XAPDIV;XAP;DIV; R$ 2,25 ; R$ 2,00 ;0,27%;0,27%
XAPBHZ;XAP;BHZ; R$ 2,11 ; R$ 1,86 ;0,27%;0,27%
XAPUDI;XAP;UDI; R$ 1,83 ; R$ 1,59 ;0,27%;0,27%
XAPCAW;XAP;CAW; R$ 2,65 ; R$ 2,38 ;0,27%;0,27%
XAPVIX;XAP;VIX; R$ 2,11 ; R$ 1,86 ;0,37%;0,37%
XAPGYN;XAP;GYN; R$ 2,11 ; R$ 1,86 ;0,37%;0,37%
XAPBSB;XAP;BSB; R$ 2,45 ; R$ 2,19 ;0,37%;0,37%
XAPVDC;XAP;VDC; R$ 2,94 ; R$ 2,69 ;0,45%;0,45%
XAPITN;XAP;ITN; R$ 2,89 ; R$ 2,61 ;0,45%;0,45%
XAPSSA;XAP;SSA; R$ 2,41 ; R$ 2,15 ;0,66%;0,66%
XAPFES;XAP;FES; R$ 2,75 ; R$ 2,24 ;0,66%;0,66%
XAPCGR;XAP;CGR; R$ 3,44 ; R$ 3,14 ;0,66%;0,66%
XAPPMW;XAP;PMW; R$ 3,73 ; R$ 3,42 ;0,66%;0,66%
XAPCGB;XAP;CGB; R$ 4,19 ; R$ 3,86 ;0,66%;0,66%
XAPPNZ;XAP;PNZ; R$ 3,47 ; R$ 3,17 ;0,66%;0,66%
XAPAJU;XAP;AJU; R$ 2,84 ; R$ 2,57 ;0,66%;0,66%
XAPMCZ;XAP;MCZ; R$ 2,48 ; R$ 2,22 ;0,94%;0,94%
XAPIMP;XAP;IMP; R$ 3,58 ; R$ 3,28 ;0,94%;0,94%
XAPCAU;XAP;CAU; R$ 3,33 ; R$ 3,03 ;0,94%;0,94%
XAPTHE;XAP;THE; R$ 3,21 ; R$ 2,98 ;0,94%;0,94%
XAPREC;XAP;REC; R$ 2,00 ; R$ 1,89 ;0,94%;0,94%
XAPJPA;XAP;JPA; R$ 2,44 ; R$ 2,18 ;0,94%;0,94%
XAPNAT;XAP;NAT; R$ 2,62 ; R$ 2,35 ;0,94%;0,94%
XAPSLZ;XAP;SLZ; R$ 3,50 ; R$ 3,20 ;0,94%;0,94%
XAPFOR;XAP;FOR; R$ 2,52 ; R$ 2,25 ;0,94%;0,94%
XAPBEL;XAP;BEL; R$ 2,71 ; R$ 2,31 ;0,94%;0,94%
